window_start,k_mgl,mg_mgl,ca_mgl,nh4_ugl,no3_ugl,Sample_ID
1988-01-05,0.8066666666666666,2.1926666666666668,3.42,27.533333333333335,155.06666666666666,Q1
1988-03-08,0.89,1.976875,3.084375,22.125,207.8125,Q1
1988-05-10,0.8811111111111111,2.183,2.985,90.625,157.5,Q1
1988-07-12,0.7607692307692308,1.9523076923076923,2.686923076923077,15.5,63,Q1
1988-09-13,0.7925,2.43875,3.665,50.25,140.55555555555554,Q1
1988-11-15,0.8444444444444444,2.3722222222222222,4.15125,NA,153.625,Q1
1989-01-17,0.9088888888888889,2.783333333333333,4.293333333333333,NA,130.11111111111111,Q1
1989-03-21,0.8544444444444445,2.738888888888889,4.444444444444445,NA,141.88888888888889,Q1
1989-05-23,0.9477777777777777,2.901111111111111,4.5344444444444445,NA,123,Q1
1989-07-25,0.9344444444444444,2.6466666666666665,4.042222222222222,NA,88.375,Q1
1989-09-26,1.3208333333333333,3.0154545454545456,4.2290909090909095,NA,415.7142857142857,Q1
1989-11-28,1.1466666666666667,3.2266666666666666,5.8566666666666665,NA,99,Q1
1990-01-30,1.2344444444444445,3.1666666666666665,5.546666666666667,NA,211.375,Q1
1990-04-03,1.3628571428571428,2.5492857142857144,4.312857142857143,NA,450.3076923076923,Q1
1990-06-05,1.1555555555555554,3.2333333333333334,5.4944444444444445,NA,143.77777777777777,Q1
1990-08-07,0.8844444444444445,3.2688888888888887,5.841111111111111,NA,80.83333333333333,Q1
1990-10-09,1.007,2.832,4.603,NA,108.5,Q1
1990-12-11,0.983,2.988,5.297,NA,155.375,Q1
1991-02-12,0.8210000000000001,3.145,5.656,NA,65.9,Q1
1991-04-16,0.9255555555555556,2.9477777777777776,5.167777777777777,NA,46.375,Q1
1991-06-18,0.7644444444444445,3.3777777777777778,5.622222222222223,NA,32.42857142857143,Q1
1991-08-20,1.165,3.614,5.84,NA,63.5,Q1
1991-10-22,1.1407692307692308,2.716153846153846,4.274615384615385,NA,121.6923076923077,Q1
1991-12-24,1.24,2.9955555555555557,4.971111111111111,NA,187.125,Q1
1992-02-25,1.1111111111111112,3.578888888888889,6.308888888888889,NA,79.75,Q1
1992-04-28,1.031111111111111,2.59,4.303333333333334,NA,57.125,Q1
1992-06-30,1.1466666666666667,3.2455555555555557,5.6066666666666665,NA,140.625,Q1
1992-09-01,1.0655555555555556,3.517777777777778,6.2,NA,67.71428571428571,Q1
1992-11-03,0.9622222222222222,2.4955555555555557,4.543333333333333,NA,33,Q1
1993-01-05,1.1344444444444444,3.181111111111111,4.975555555555555,NA,20,Q1
1993-03-09,1.1744444444444444,3.671111111111111,5.795555555555556,NA,137.11111111111111,Q1
1993-05-11,1.1577777777777778,3.2222222222222223,5.611111111111111,NA,28.333333333333332,Q1
1993-07-13,1.0033333333333334,3.013333333333333,5.467777777777778,NA,44.6,Q1
1993-09-14,1.1211111111111112,3.3266666666666667,5.921111111111111,NA,28.333333333333332,Q1
1993-11-16,1.18,3.1688888888888886,5.688888888888889,NA,22.166666666666668,Q1
1994-01-18,1.0055555555555555,2.951111111111111,5.302222222222222,NA,13.5,Q1
1994-03-22,1.051111111111111,3.347777777777778,6.14,NA,65.66666666666667,Q1
1994-05-24,1.21,3.85,6.785,NA,51.22222222222222,Q1
1994-07-26,1.2377777777777779,3.398888888888889,6.015555555555555,NA,NA,Q1
1994-09-27,1.12,3.183333333333333,5.921111111111111,NA,NA,Q1
1994-11-29,1.008,3.036,5.688,NA,109,Q1
1988-01-05,0.8672222222222222,2.11,4.415555555555556,18.5,239.1875,Q2
1988-03-08,0.7833333333333333,2.316666666666667,4.243333333333333,27.142857142857142,192.33333333333334,Q2
1988-05-10,0.7969999999999999,2.119,3.587,74.42857142857143,239.33333333333334,Q2
1988-07-12,0.7846666666666666,2.0286666666666666,3.446,14,178.33333333333334,Q2
1988-09-13,0.77,2.37,4.55,47,205,Q2
1988-11-15,0.8722222222222222,2.3633333333333333,4.161111111111111,NA,220.66666666666666,Q2
1989-01-17,0.9011111111111111,2.52,4.592222222222222,NA,232.8,Q2
1989-03-21,0.8766666666666667,2.8766666666666665,4.467777777777778,NA,190.55555555555554,Q2
1989-05-23,0.9522222222222222,2.5166666666666666,4.615555555555556,NA,166.66666666666666,Q2
1989-07-25,1.01,2.541111111111111,4.905555555555556,NA,143.25,Q2
1989-09-26,1.4533333333333334,2.97,5.465454545454546,NA,419.1111111111111,Q2
1989-11-28,1.2066666666666666,3.1233333333333335,6.613333333333333,NA,239.25,Q2
1990-01-30,1.3388888888888888,3.0522222222222224,6.53,NA,188,Q2
1990-04-03,1.3635714285714287,2.4907142857142857,5.1971428571428575,NA,466.7692307692308,Q2
1990-06-05,1.1311111111111112,3.2088888888888887,6.776666666666666,NA,232.77777777777777,Q2
1990-08-07,0.9255555555555556,3.2244444444444444,7.187777777777778,NA,121.11111111111111,Q2
1990-10-09,0.901,2.712,5.773,NA,164.7,Q2
1990-12-11,0.998,3.08,6.782,NA,182.11111111111111,Q2
1991-02-12,0.843,2.938,6.742,NA,138.11111111111111,Q2
1991-04-16,1.01,2.8377777777777777,3.796666666666667,NA,35.75,Q2
1991-06-18,0.9955555555555555,3.201111111111111,5.316666666666666,NA,81,Q2
1991-08-20,1.42,2.986,6.027,NA,88.2,Q2
1991-10-22,1.273076923076923,2.7115384615384617,4.760769230769231,NA,226.69230769230768,Q2
1991-12-24,1.3033333333333332,2.924444444444444,5.828888888888889,NA,283.8888888888889,Q2
1992-02-25,1.1222222222222222,3.121111111111111,5.852222222222222,NA,88.125,Q2
1992-04-28,1.2466666666666666,2.482222222222222,5.24,NA,124.875,Q2
1992-06-30,1.23,3.26,6.88,NA,108.22222222222223,Q2
1992-09-01,1.2677777777777777,3.1655555555555557,6.641111111111111,NA,49.125,Q2
1992-11-03,1.2144444444444444,2.6044444444444443,5.694444444444445,NA,66.28571428571429,Q2
1993-01-05,1.27,3.181111111111111,6.49,NA,135,Q2
1993-03-09,1.3044444444444445,3.243333333333333,6.347777777777778,NA,144,Q2
1993-05-11,1.468888888888889,2.9611111111111112,6.171111111111111,NA,72.75,Q2
1993-07-13,1.4122222222222223,3.1777777777777776,7.205555555555556,NA,23.5,Q2
1993-09-14,1.33,2.8533333333333335,6.414444444444444,NA,55.333333333333336,Q2
1993-11-16,1.4,2.6155555555555554,6.371111111111111,NA,56.666666666666664,Q2
1994-01-18,1.3533333333333333,2.828888888888889,5.916666666666667,NA,12.333333333333334,Q2
1994-03-22,1.2733333333333334,3.0566666666666666,6.77,NA,30.166666666666668,Q2
1994-05-24,1.46125,3.11875,6.51,NA,87.625,Q2
1994-07-26,0.9500000000000001,1.9333333333333331,3.913333333333333,NA,NA,Q2
1994-09-27,1.2125,2.125,4.5125,NA,NA,Q2
1994-11-29,1.292,2.744,5.898,NA,NA,Q2
1988-01-05,0.728,2.556,3.3953333333333333,33.1764705882353,165.4375,Q3
1988-03-08,0.5555555555555556,2.6144444444444446,3.4766666666666666,26.333333333333332,205.22222222222223,Q3
1988-05-10,0.688,2.339,2.613,59.57142857142857,196,Q3
1988-07-12,0.6328571428571429,2.2592857142857143,2.710714285714286,28.6,134.66666666666666,Q3
1988-09-13,0.6275,2.48875,3.33125,41.75,168.25,Q3
1988-11-15,0.7366666666666667,2.66,3.815,NA,191.33333333333334,Q3
1989-01-17,0.7688888888888888,2.8033333333333332,3.801111111111111,NA,163.66666666666666,Q3
1989-03-21,0.7344444444444445,2.7355555555555555,3.9033333333333333,NA,164.66666666666666,Q3
1989-05-23,0.7511111111111111,2.8066666666666666,3.7533333333333334,NA,92.22222222222223,Q3
1989-07-25,0.81125,2.4344444444444444,3.6166666666666667,NA,155.875,Q3
1989-09-26,1.4708333333333334,3.325454545454545,3.6163636363636367,NA,444.625,Q3
1989-11-28,1.268888888888889,3.5666666666666664,5.1433333333333335,NA,218.625,Q3
1990-01-30,1.4522222222222223,3.3755555555555556,4.81,NA,381.77777777777777,Q3
1990-04-03,1.3478571428571429,2.6742857142857144,3.6885714285714286,NA,352.3076923076923,Q3
1990-06-05,1.1855555555555555,3.3677777777777775,4.614444444444445,NA,224.25,Q3
1990-08-07,0.9944444444444445,3.4522222222222223,5.593333333333334,NA,151.77777777777777,Q3
1990-10-09,0.9339999999999999,2.934,5.102,NA,155.11111111111111,Q3
1990-12-11,0.9460000000000001,3.08,4.6770000000000005,NA,170.625,Q3
1991-02-12,0.79,3.772,4.788,NA,146.3,Q3
1991-04-16,0.8922222222222222,3.243333333333333,4.216666666666667,NA,56.142857142857146,Q3
1991-06-18,0.8588888888888889,3.535555555555556,4.447777777777778,NA,118.625,Q3
1991-08-20,1.05,3.249,4.675,NA,114.8,Q3
1991-10-22,0.8776923076923077,2.813846153846154,3.8207692307692307,NA,167,Q3
1991-12-24,1.0333333333333334,3.13,4.888888888888888,NA,179.55555555555554,Q3
1992-02-25,1.12,3.3511111111111114,6.21,NA,127.375,Q3
1992-04-28,0.9355555555555556,2.73,4.054444444444444,NA,115,Q3
1992-06-30,1.1411111111111112,3.263333333333333,4.682222222222222,NA,44.888888888888886,Q3
1992-09-01,0.8933333333333333,3.2177777777777776,4.835555555555556,NA,56.333333333333336,Q3
1992-11-03,1.0977777777777777,3.2466666666666666,4.528888888888889,NA,40.285714285714285,Q3
1993-01-05,0.8122222222222223,3.0211111111111113,4.0377777777777775,NA,207,Q3
1993-03-09,0.8122222222222222,3.571111111111111,4.424444444444444,NA,129.125,Q3
1993-05-11,0.855,3.0637499999999998,4.31625,NA,59,Q3
1993-07-13,0.8355555555555556,2.95,4.687777777777778,NA,102.83333333333333,Q3
1993-09-14,0.8044444444444444,3.0775,4.526666666666666,NA,43.666666666666664,Q3
1993-11-16,0.8833333333333333,2.7577777777777777,4.225555555555555,NA,32.333333333333336,Q3
1994-01-18,0.8377777777777777,2.973333333333333,4.366666666666666,NA,11,Q3
1994-03-22,0.8622222222222222,3.3666666666666667,5.066666666666666,NA,49,Q3
1994-05-24,0.907,3.657,5.294,NA,52.111111111111114,Q3
1994-07-26,0.8433333333333334,3.522222222222222,4.98,NA,NA,Q3
1994-09-27,0.8644444444444445,3.1544444444444446,4.561111111111111,NA,NA,Q3
1994-11-29,0.85,3.198,4.586,NA,NA,Q3
1989-05-16,0.6855555555555556,1.96,6.483333333333333,NA,59.625,MPR
1989-07-18,0.6614285714285714,1.5783333333333334,6.252857142857143,NA,73.71428571428571,MPR
1989-09-19,1.21,2.194,6.906,NA,273.8,MPR
1989-11-21,0.8825000000000001,2.572857142857143,9.21857142857143,NA,112.71428571428571,MPR
1990-01-23,1.0688888888888888,2.106666666666667,8.71,NA,209.22222222222223,MPR
1990-03-27,1.0077777777777777,2.152222222222222,9.083333333333334,NA,143.33333333333334,MPR
1990-05-29,0.9544444444444444,2.002222222222222,8.342222222222222,NA,187,MPR
1990-07-31,0.8522222222222222,2.1422222222222222,9.635555555555555,NA,131.88888888888889,MPR
1990-10-02,0.77,1.9877777777777779,7.89,NA,126.125,MPR
1990-12-04,0.6533333333333333,2.1144444444444446,6.934444444444445,NA,136.75,MPR
1991-02-05,0.8922222222222222,1.9511111111111112,7.41875,NA,121.625,MPR
1991-04-09,0.77,0.9285714285714285,4.635,NA,50.25,MPR
